BS_ID	SQ_Value
BS_QNNX91SM	The Translational Genomics Research Institute
BS_QP6MSKRE	NantOmics
BS_QPPPGYP4	NantOmics
BS_QRDT19KS	NantOmics
BS_QRNSKFMS	NantOmics
BS_QSTAVWGE	NantOmics
BS_QT3NZ2YZ	NantOmics
BS_QTSXW7DA	NantOmics
BS_QV51J756	NantOmics
BS_QW60M0FE	NantOmics
BS_QWNBZ9RJ	NantOmics
BS_QWTE1CWR	NantOmics
BS_QX12J6W1	NantOmics
BS_QXKRN6CR	BGI@CHOP Genome Center
BS_QYPHA40N	NantOmics
BS_QZFEB94Q	NantOmics
BS_R13X6TMW	NantOmics
BS_R244Z0WX	NantOmics
BS_R439VVPK	NantOmics
BS_R4Y180DM	NantOmics
BS_R5SNFB5B	NantOmics
BS_R634WKN7	NantOmics
BS_R6WNEEE4	NantOmics
BS_R7HZCZ8B	NantOmics
BS_R7NTZR4C	The Translational Genomics Research Institute
BS_R9B92M75	The Translational Genomics Research Institute
BS_RB2S0KDF	NantOmics
BS_RCC8BXVE	NantOmics
BS_RCCN63K6	NantOmics
BS_RCFQ31XF	NantOmics
BS_RD4D5F9F	NantOmics
BS_RFMQ7T0T	NantOmics
BS_RGPSEMHC	NantOmics
BS_RGSMX7QD	NantOmics
BS_RHD7XPNP	NantOmics
BS_RQSKD7PN	NantOmics
BS_RR12T74P	NantOmics
BS_RRAEQZ97	NantOmics
BS_RSRPX3S8	NantOmics
BS_RVSEDNJ4	NantOmics
BS_RWJZFTP9	NantOmics
BS_RX1YTZ7F	BGI@CHOP Genome Center
BS_RXN5T5YT	NantOmics
BS_S0175QKX	NantOmics
BS_S1KK7XRH	NantOmics
BS_S1M423AB	NantOmics
BS_S2TA8R29	NantOmics
BS_S458NMKH	NantOmics
BS_S4V9E1XJ	NantOmics
BS_S50KQEXV	NantOmics
BS_S5P8VTN5	NantOmics
BS_S69QZAJR	NantOmics
BS_S6NJRR5W	NantOmics
BS_S6Q7NKA3	BGI@CHOP Genome Center
BS_S6S7SK3P	NantOmics
BS_S71RJ8DH	NantOmics
BS_S7CZY2CH	NantOmics
BS_S9929Z8B	NantOmics
BS_SAA624A4	NantOmics
BS_SB12W1XT	BGI
BS_SBFNFZ8B	NantOmics
BS_SD8YBRBR	NantOmics
BS_SDA4RMMG	NantOmics
BS_SDCNP7MW	NantOmics
BS_SDZY6RZ3	NantOmics
BS_SES41DAX	NantOmics
BS_SFKZSJN1	NantOmics
BS_SFRQXM76	NantOmics
BS_SHJA4MR0	BGI
BS_SHMC4902	NantOmics
BS_SKGJ5SY9	NantOmics
BS_SM8VQFPD	NantOmics
BS_SNVM7CZT	BGI@CHOP Genome Center
BS_SQX5E15Z	NantOmics
BS_SXCZ3CXN	NantOmics
BS_SXRS2P6T	NantOmics
BS_T0RKFEKR	NantOmics
BS_T1DVKKJB	NantOmics
BS_T1QMEH1N	NantOmics
BS_T1W4JA94	NantOmics
BS_T1YHK6B7	NantOmics
BS_T2QPMZCM	NantOmics
BS_T3DGY9J9	BGI@CHOP Genome Center
BS_T3H5AY8A	NantOmics
BS_T4JFN54G	NantOmics
BS_T4P3J13C	NantOmics
BS_T55Y4Z0Y	NantOmics
BS_TA9WP4TH	NantOmics
BS_TAHV8N04	NantOmics
BS_TBWYAFSM	NantOmics
BS_TCGEZJ5F	NantOmics
BS_TD1ZEQ7R	NantOmics
BS_TDEFAPNH	NantOmics
BS_TE0GVDNG	NantOmics
BS_TG93XC55	NantOmics
BS_TGS109T3	NantOmics
BS_TGW6HC4X	NantOmics
BS_THSPSG2Z	NantOmics
BS_TJTEF70D	BGI@CHOP Genome Center
BS_TK84K675	NantOmics
BS_TM9MH0RP	NantOmics
BS_TMTV769C	NantOmics
BS_TNRHHYNC	NantOmics
BS_TQ5QHR17	NantOmics
BS_TRKH2SPE	NantOmics
BS_TV5B86ZD	BGI@CHOP Genome Center
BS_TW8DQH8J	BGI@CHOP Genome Center
BS_TXY8QYWA	NantOmics
BS_TXZ7KHTQ	BGI@CHOP Genome Center
BS_TYAYZ9ZW	NantOmics
BS_TYKJ8G2G	NantOmics
BS_TZ5D0A7R	NantOmics
BS_TZVFR600	NantOmics
BS_V0Q1G94N	NantOmics
BS_V3REENH9	NantOmics
BS_V3Z3DB4N	NantOmics
BS_V4W81SFC	NantOmics
BS_V72GX2AZ	NantOmics
BS_V72H4RQS	NantOmics
BS_V7BJM89K	NantOmics
BS_V89HGTET	NantOmics
BS_V96WVE3Z	NantOmics
BS_V9HVBBDW	NantOmics
BS_VA5T4KAA	NantOmics
BS_VAAHBH60	NantOmics
BS_VARR255N	NantOmics
BS_VF5XWFXD	NantOmics
BS_VJ2S5DVS	NantOmics
BS_VJAC9H58	NantOmics
BS_VJVDJABP	NantOmics
BS_VMEX27TN	NantOmics
BS_VMMJYN8Z	NantOmics
BS_VMQMGSJY	NantOmics
BS_VNE0ZPBS	NantOmics
BS_VNK9XYV9	NantOmics
BS_VNWKNRY4	NantOmics
BS_VP3C8WZT	NantOmics
BS_VP5Y45Z7	NantOmics
BS_VPBMDMQX	NantOmics
BS_VPMKHW9X	NantOmics
BS_VPNXJE2S	NantOmics
BS_VR7FR1NE	NantOmics
BS_VT6C6N6K	NantOmics
BS_VTJ9ESSV	NantOmics
BS_VVFBW0YH	NantOmics
BS_VVTHDRBD	NantOmics
BS_VW85Q4XJ	NantOmics
BS_VXEFKW5P	NantOmics
BS_VXHWZJDC	NantOmics
BS_W1385R8Y	BGI@CHOP Genome Center
BS_W18SF91A	NantOmics
BS_W311713R	NantOmics
BS_W36RZSFA	NantOmics
BS_W3R88RFP	NantOmics
BS_W41S7B55	NantOmics
BS_W4DB5RP1	NantOmics
BS_W4HGV6E7	NantOmics
BS_W60RQAKK	NantOmics
BS_W644VEVE	NantOmics
BS_W6AC5J3C	NantOmics
BS_W72364MN	NantOmics
BS_W7FP2G3F	NantOmics
BS_W7MFJZ5A	The Translational Genomics Research Institute
BS_W80TJC27	BGI@CHOP Genome Center
BS_W97QQYKQ	NantOmics
BS_W9AT0MR7	NantOmics
BS_W9N9844Q	NantOmics
BS_WAXJY4XQ	NantOmics
BS_WCRKYV0T	NantOmics
BS_WE3Q8A73	NantOmics
BS_WFD0GE5X	NantOmics
BS_WG203ECV	NantOmics
BS_WGK8ZMVA	NantOmics
BS_WH5HDE0A	NantOmics
BS_WH8G4VFB	NantOmics
BS_WJ9H4NZZ	NantOmics
BS_WJGFDRWK	NantOmics
BS_WKESC3XN	NantOmics
BS_WMEHNDSK	NantOmics
BS_WRHDP7WF	NantOmics
BS_WRQHPSXQ	NantOmics
BS_WSQMAA33	NantOmics
BS_WV0S8N4M	NantOmics
BS_WVS02TZK	NantOmics
BS_WVW3W6ZB	NantOmics
BS_WWKNJSJ5	NantOmics
BS_WYERXS4G	BGI@CHOP Genome Center
BS_WYG77VVP	NantOmics
BS_X0F9AYEC	NantOmics
BS_X0XXN9BK	BGI@CHOP Genome Center
BS_X16PENSA	NantOmics
BS_X23724NJ	NantOmics
BS_X2QTK3QD	NantOmics
BS_X4DD4KSZ	The Translational Genomics Research Institute
BS_X4X1SFSE	NantOmics
BS_X59HSFGG	NantOmics
BS_X67GTEM6	NantOmics
BS_X91K8KMG	NantOmics
BS_X9EGD530	NantOmics
BS_XBQZYS8G	NantOmics
BS_XF0ZX2B3	BGI@CHOP Genome Center
BS_XG0DBWVT	NantOmics
BS_XGDPK33A	The Translational Genomics Research Institute
BS_XGSA3GQE	NantOmics
BS_XHCYEE2S	NantOmics
BS_XJTW0P8P	NantOmics
BS_XKKB4MZV	NantOmics
BS_XM1AHBDJ	The Translational Genomics Research Institute
BS_XQ5SFW35	NantOmics
BS_XQYHPBFS	NantOmics
BS_XZM79E42	BGI@CHOP Genome Center
BS_XZTV0J8W	NantOmics
BS_Y08D5P8N	NantOmics
BS_Y0PCBNJV	NantOmics
BS_Y3G1X98S	NantOmics
BS_Y7F9E2E9	NantOmics
BS_Y8D1F5WW	NantOmics
BS_YA8RBGD8	NantOmics
BS_YB07VF1X	NantOmics
BS_YB2RXRHT	NantOmics
BS_YBJBSRHV	BGI@CHOP Genome Center
BS_YCREDZTJ	NantOmics
BS_YDEVMD24	The Translational Genomics Research Institute
BS_YE1MAQYJ	NantOmics
BS_YEB88D32	NantOmics
BS_YEQVW4ND	NantOmics
BS_YETBN0RQ	NantOmics
BS_YEW22W35	NantOmics
BS_YG0A13JH	NantOmics
BS_YH05F9DB	NantOmics
BS_YK6VQ9SJ	NantOmics
BS_YMAJC22S	NantOmics
BS_YNEQJ6AH	NantOmics
BS_YVMEEBKC	NantOmics
BS_YY5B2XDD	NantOmics
BS_YZ2Z1Q6Y	NantOmics
BS_Z0AVVB1V	NantOmics
BS_Z1A875MW	NantOmics
BS_Z28VKGNS	NantOmics
BS_Z2NWPQKF	NantOmics
BS_Z3RCA1T9	The Translational Genomics Research Institute
BS_Z45HD492	NantOmics
BS_Z6BWR941	NantOmics
BS_Z6MC4N8D	NantOmics
BS_Z72QAZC7	NantOmics
BS_Z7890YNR	NantOmics
BS_Z7G68ZS2	NantOmics
BS_Z7PKVY9J	BGI@CHOP Genome Center
BS_Z7Y2466H	NantOmics
BS_Z85M2R3N	NantOmics
BS_Z8F3GM85	NantOmics
BS_Z8YZ6QGS	NantOmics
BS_Z9ZS6ZS2	NantOmics
BS_ZA9XT151	NantOmics
BS_ZD5HN296	BGI@CHOP Genome Center
BS_ZF34SJGN	NantOmics
BS_ZF6BSFNF	The Translational Genomics Research Institute
BS_ZH1FBX50	NantOmics
BS_ZHHAM3AN	NantOmics
BS_ZJZXDPTP	NantOmics
BS_ZN8136D9	NantOmics
BS_ZQ76ZBEX	BGI@CHOP Genome Center
BS_ZQKGJD70	BGI@CHOP Genome Center
BS_ZR96A4FH	NantOmics
BS_ZRM0W01M	NantOmics
BS_ZTWGFWTX	NantOmics
BS_ZV1P6W9C	NantOmics
BS_ZV68CES9	NantOmics
BS_ZV9Z3SY6	NantOmics
BS_ZVWE73JZ	NantOmics
BS_ZVX2GRD6	NantOmics
BS_ZVZDDW2G	NantOmics
BS_ZWR9W4FX	NantOmics
BS_ZXYDSBM9	NantOmics
BS_ZZMYDZJW	NantOmics
BS_ZZPBANDD	NantOmics
BS_ZZWMD6FA	NantOmics
