BS_ID	SQ_Value
BS_WH5HDE0A	NantOmics
BS_WH8G4VFB	NantOmics
BS_WHX83JW2	NOT REPORTED
BS_WJ9H4NZZ	NantOmics
BS_WJGFDRWK	NantOmics
BS_WKC3GR0D	NOT REPORTED
BS_WKESC3XN	NantOmics
BS_WKVJJF3F	NOT REPORTED
BS_WMEHNDSK	NantOmics
BS_WR5VE59B	NOT REPORTED
BS_WRQHPSXQ	NantOmics
BS_WSQMAA33	NantOmics
BS_WYERXS4G	BGI@CHOP Genome Center
BS_WYG77VVP	NantOmics
BS_X0XXN9BK	BGI@CHOP Genome Center
BS_X16PENSA	NantOmics
BS_X23724NJ	NantOmics
BS_X2QTK3QD	NantOmics
BS_X4DD4KSZ	The Translational Genomics Research Institute
BS_X59HSFGG	NantOmics
BS_X67GTEM6	NantOmics
BS_X9EGD530	NantOmics
BS_XBQZYS8G	NantOmics
BS_XF0ZX2B3	BGI@CHOP Genome Center
BS_XG0DBWVT	NantOmics
BS_XGDPK33A	The Translational Genomics Research Institute
BS_XGSA3GQE	NantOmics
BS_XHCYEE2S	NantOmics
BS_XHSRBERM	NOT REPORTED
BS_XJDB3R9K	NOT REPORTED
BS_XJTW0P8P	NantOmics
BS_XKKB4MZV	NantOmics
BS_XME1VS17	NOT REPORTED
BS_XPTREBJD	NOT REPORTED
BS_XZM79E42	BGI@CHOP Genome Center
BS_XZQE9FBM	NOT REPORTED
BS_XZTV0J8W	NantOmics
BS_Y0PCBNJV	NantOmics
BS_Y3G1X98S	NantOmics
BS_Y8D1F5WW	NantOmics
BS_YA56YE71	NOT REPORTED
BS_YB07VF1X	NantOmics
BS_YB2RXRHT	NantOmics
BS_YBD5FS1Q	NOT REPORTED
BS_YBJBSRHV	BGI@CHOP Genome Center
BS_YDEVMD24	The Translational Genomics Research Institute
BS_YE1MAQYJ	NantOmics
BS_YEB88D32	NantOmics
BS_YEQVW4ND	NantOmics
BS_YETBN0RQ	NantOmics
BS_YEW22W35	NantOmics
BS_YG0W2BBN	NOT REPORTED
BS_YMWFA93F	NOT REPORTED
BS_YVMEEBKC	NantOmics
BS_YY5B2XDD	NantOmics
BS_YZ2Z1Q6Y	NantOmics
BS_YZJ5YQ12	NOT REPORTED
BS_Z0AVVB1V	NantOmics
BS_Z1A875MW	NantOmics
BS_Z3BZ01S1	NOT REPORTED
BS_Z3RCA1T9	The Translational Genomics Research Institute
BS_Z6BWR941	NantOmics
BS_Z72QAZC7	NantOmics
BS_Z7890YNR	NantOmics
BS_Z7PKVY9J	BGI@CHOP Genome Center
BS_Z7Y2466H	NantOmics
BS_Z85M2R3N	NantOmics
BS_Z8F3GM85	NantOmics
BS_Z8YZ6QGS	NantOmics
BS_ZA9XT151	NantOmics
BS_ZD5HN296	BGI@CHOP Genome Center
BS_ZF6BSFNF	The Translational Genomics Research Institute
BS_ZFJS669M	NOT REPORTED
BS_ZH1FBX50	NantOmics
BS_ZHHAM3AN	NantOmics
BS_ZJZXDPTP	NantOmics
BS_ZKQXXTG9	NOT REPORTED
BS_ZN8136D9	NantOmics
BS_ZQ76ZBEX	BGI@CHOP Genome Center
BS_ZQKGJD70	BGI@CHOP Genome Center
BS_ZR96A4FH	NantOmics
BS_ZRM0W01M	NantOmics
BS_ZTWGFWTX	NantOmics
BS_ZV1P6W9C	NantOmics
BS_ZV68CES9	NantOmics
BS_ZV9Z3SY6	NantOmics
BS_ZVWE73JZ	NantOmics
BS_ZVZDDW2G	NantOmics
BS_ZXYDSBM9	NantOmics
BS_ZZMYDZJW	NantOmics
BS_ZZWMD6FA	NantOmics
TARGET-10-DCC002-09A-01R	NOT REPORTED
TARGET-10-PAKHZT-03A-01R	NOT REPORTED
TARGET-10-PAKKCA-03A-01R	NOT REPORTED
TARGET-10-PAKKXB-03A-01R	NOT REPORTED
TARGET-10-PAKSWW-03A-02R	NOT REPORTED
TARGET-10-PAKSWW-04A-01R	NOT REPORTED
TARGET-10-PAKTAL-03A-01R	NOT REPORTED
TARGET-10-PAKVKK-03A-01R	NOT REPORTED
TARGET-10-PAKYEP-03A-01R	NOT REPORTED
TARGET-10-PALJDL-09A-01R	NOT REPORTED
TARGET-10-PAMDRM-09A-01R	NOT REPORTED
TARGET-10-PAMXHJ-09A-01R	NOT REPORTED
TARGET-10-PAMXSP-09A-01R	NOT REPORTED
TARGET-10-PANATY-09B-01R	NOT REPORTED
TARGET-10-PANCVR-03A-01R	NOT REPORTED
TARGET-10-PANCVR-04A-02R	NOT REPORTED
TARGET-10-PANDBX-09B-01R	NOT REPORTED
TARGET-10-PANDWE-03A-02R	NOT REPORTED
TARGET-10-PANEHF-09A-01R	NOT REPORTED
TARGET-10-PANEUH-09A-01R	NOT REPORTED
TARGET-10-PANFNZ-03A-01R	NOT REPORTED
TARGET-10-PANGIF-03A-01R	NOT REPORTED
TARGET-10-PANIEU-03A-01R	NOT REPORTED
TARGET-10-PANJPG-09A-01R	NOT REPORTED
TARGET-10-PANJWJ-09A-01R	NOT REPORTED
TARGET-10-PANKAK-04A-02R	NOT REPORTED
TARGET-10-PANKAK-09A-01R	NOT REPORTED
TARGET-10-PANKAK-09A-02R	NOT REPORTED
TARGET-10-PANKDT-03A-01R	NOT REPORTED
TARGET-10-PANKGK-09A-01R	NOT REPORTED
TARGET-10-PANKMB-09A-02R	NOT REPORTED
TARGET-10-PANKRG-03A-02R	NOT REPORTED
TARGET-10-PANLGK-03B-01R	NOT REPORTED
TARGET-10-PANLIC-09A-01R	NOT REPORTED
TARGET-10-PANLIC-09A-02R	NOT REPORTED
TARGET-10-PANNGL-09A-01R	NOT REPORTED
TARGET-10-PANPJI-09A-01R	NOT REPORTED
TARGET-10-PANRDC-03A-01R	NOT REPORTED
TARGET-10-PANRDC-03A-02R	NOT REPORTED
TARGET-10-PANRWG-09A-01R	NOT REPORTED
TARGET-10-PANRYM-09A-01R	NOT REPORTED
TARGET-10-PANSBK-03B-01R	NOT REPORTED
TARGET-10-PANSBR-09A-01R	NOT REPORTED
TARGET-10-PANSDA-04A-02R	NOT REPORTED
TARGET-10-PANSDA-09A-02R	NOT REPORTED
TARGET-10-PANSFD-09A-01R	NOT REPORTED
TARGET-10-PANSHK-04A-02R	NOT REPORTED
TARGET-10-PANSHK-09A-01R	NOT REPORTED
TARGET-10-PANSIA-09A-02R	NOT REPORTED
TARGET-10-PANSPW-09A-01R	NOT REPORTED
TARGET-10-PANSUL-09A-01R	NOT REPORTED
TARGET-10-PANSXG-09A-02R	NOT REPORTED
TARGET-10-PANTSM-04A-01R	NOT REPORTED
TARGET-10-PANTSM-04A-02R	NOT REPORTED
TARGET-10-PANTSM-09A-01R	NOT REPORTED
TARGET-10-PANTTZ-09B-01R	NOT REPORTED
TARGET-10-PANUHA-09A-01R	NOT REPORTED
TARGET-10-PANUSN-03A-01R	NOT REPORTED
TARGET-10-PANUSN-04A-01R	NOT REPORTED
TARGET-10-PANUUF-09A-02R	NOT REPORTED
TARGET-10-PANWEZ-09B-01R	NOT REPORTED
TARGET-10-PANWFB-09A-01R	NOT REPORTED
TARGET-10-PANWHJ-09A-01R	NOT REPORTED
TARGET-10-PANWHW-09A-01R	NOT REPORTED
TARGET-10-PANWHW-09A-02R	NOT REPORTED
TARGET-10-PANWVW-09A-01R	NOT REPORTED
TARGET-10-PANWYH-09A-02R	NOT REPORTED
TARGET-10-PANWYH-09B-01R	NOT REPORTED
TARGET-10-PANXDB-03A-01R	NOT REPORTED
TARGET-10-PANXDR-09A-01R	NOT REPORTED
TARGET-10-PANXPE-04A-01R	NOT REPORTED
TARGET-10-PANYEJ-09A-01R	NOT REPORTED
TARGET-10-PANYGB-04A-01R	NOT REPORTED
TARGET-10-PANYGB-09A-01R	NOT REPORTED
TARGET-10-PANYYV-04A-01R	NOT REPORTED
TARGET-10-PANYZE-09A-01R	NOT REPORTED
TARGET-10-PANZPJ-04A-01R	NOT REPORTED
TARGET-10-PANZPJ-09A-02R	NOT REPORTED
TARGET-10-PANZXZ-03A-02R	NOT REPORTED
TARGET-10-PAPACP-04A-02R	NOT REPORTED
TARGET-10-PAPAGK-04A-01R	NOT REPORTED
TARGET-10-PAPAGK-09A-01R	NOT REPORTED
TARGET-10-PAPAIZ-09A-01R	NOT REPORTED
TARGET-10-PAPAXK-09B-01R	NOT REPORTED
TARGET-10-PAPBCI-09A-01R	NOT REPORTED
TARGET-10-PAPBES-03A-01R	NOT REPORTED
TARGET-10-PAPBFN-09A-01R	NOT REPORTED
TARGET-10-PAPBSY-09A-01R	NOT REPORTED
TARGET-10-PAPBZK-09A-01R	NOT REPORTED
TARGET-10-PAPCUR-09A-01R	NOT REPORTED
TARGET-10-PAPCVZ-04A-01R	NOT REPORTED
TARGET-10-PAPDKJ-09A-01R	NOT REPORTED
TARGET-10-PAPDUF-09A-01R	NOT REPORTED
TARGET-10-PAPDUV-04A-01R	NOT REPORTED
TARGET-10-PAPDUV-09A-02R	NOT REPORTED
TARGET-10-PAPDWT-04A-01R	NOT REPORTED
TARGET-10-PAPEAB-04A-01R	NOT REPORTED
TARGET-10-PAPECF-04A-01R	NOT REPORTED
TARGET-10-PAPECF-09A-01R	NOT REPORTED
TARGET-10-PAPEFH-04A-01R	NOT REPORTED
TARGET-10-PAPEFH-09A-01R	NOT REPORTED
TARGET-10-PAPEJN-04A-01R	NOT REPORTED
TARGET-10-PAPEJN-09A-01R	NOT REPORTED
TARGET-10-PAPESW-09A-02R	NOT REPORTED
TARGET-10-PAPEWB-09A-01R	NOT REPORTED
TARGET-10-PAPFWH-09A-01R	NOT REPORTED
TARGET-10-PAPFXN-09A-01R	NOT REPORTED
TARGET-10-PAPGFP-04A-01R	NOT REPORTED
TARGET-10-PAPGFP-09A-02R	NOT REPORTED
TARGET-10-PAPGGT-03A-01R	NOT REPORTED
TARGET-10-PAPGNC-03A-02R	NOT REPORTED
TARGET-10-PAPGYC-09A-01R	NOT REPORTED
TARGET-10-PAPHEK-03A-01R	NOT REPORTED
TARGET-10-PAPHGD-09A-01R	NOT REPORTED
TARGET-10-PAPHJF-04A-01R	NOT REPORTED
TARGET-10-PAPHJF-09A-01R	NOT REPORTED
TARGET-10-PAPHMH-09A-02R	NOT REPORTED
TARGET-10-PAPHPX-03B-01R	NOT REPORTED
TARGET-10-PAPHYN-09B-01R	NOT REPORTED
TARGET-10-PAPHZT-09A-01R	NOT REPORTED
TARGET-10-PAPHZT-09B-01R	NOT REPORTED
TARGET-10-PAPIJB-04A-01R	NOT REPORTED
TARGET-10-PAPIJM-09A-01R	NOT REPORTED
TARGET-10-PAPIJM-09A-02R	NOT REPORTED
TARGET-10-PAPIRZ-09A-01R	NOT REPORTED
TARGET-10-PAPISG-04A-01R	NOT REPORTED
TARGET-10-PAPIYG-03B-01R	NOT REPORTED
TARGET-10-PAPJHB-04A-02R	NOT REPORTED
TARGET-10-PAPJHB-09A-01R	NOT REPORTED
TARGET-10-PAPJHR-09A-01R	NOT REPORTED
TARGET-10-PAPJIB-04A-01R	NOT REPORTED
TARGET-10-PAPJIB-09A-01R	NOT REPORTED
TARGET-10-PAPJXI-04A-01R	NOT REPORTED
TARGET-10-PAPJXI-09A-01R	NOT REPORTED
TARGET-10-PAPKNC-09A-01R	NOT REPORTED
TARGET-10-PAPKNJ-09B-01R	NOT REPORTED
TARGET-10-PAPLDL-03A-01R	NOT REPORTED
TARGET-10-PAPLDL-04A-01R	NOT REPORTED
TARGET-10-PAPLDM-04A-01R	NOT REPORTED
TARGET-10-PAPLTZ-04A-01R	NOT REPORTED
TARGET-10-PAPLTZ-09A-01R	NOT REPORTED
TARGET-10-PAPLUG-09A-01R	NOT REPORTED
TARGET-10-PAPMFI-04A-02R	NOT REPORTED
TARGET-10-PAPMVB-04A-02R	NOT REPORTED
TARGET-10-PAPMVB-09A-02R	NOT REPORTED
TARGET-10-PAPMYD-03A-01R	NOT REPORTED
TARGET-10-PAPNFY-03A-02R	NOT REPORTED
TARGET-10-PAPNFY-04A-02R	NOT REPORTED
TARGET-10-PAPNMY-04A-02R	NOT REPORTED
TARGET-10-PAPNMY-09A-01R	NOT REPORTED
TARGET-10-PAPNNX-04A-01R	NOT REPORTED
TARGET-10-PAPNNX-09A-01R	NOT REPORTED
TARGET-10-PAPNNX-09A-02R	NOT REPORTED
TARGET-10-PAPPGN-04A-02R	NOT REPORTED
TARGET-10-PAPRCS-04A-01R	NOT REPORTED
TARGET-10-PAPRCS-09A-01R	NOT REPORTED
TARGET-10-PAPRFE-09A-01R	NOT REPORTED
TARGET-10-PAPRMM-09B-01R	NOT REPORTED
TARGET-10-PAPSPG-04A-01R	NOT REPORTED
TARGET-10-PAPSPG-04A-02R	NOT REPORTED
TARGET-10-PAPSPN-04A-01R	NOT REPORTED
TARGET-10-PAPSPN-09A-01R	NOT REPORTED
TARGET-10-PAPTAT-09B-01R	NOT REPORTED
TARGET-10-PAPTLM-09A-01R	NOT REPORTED
TARGET-10-PAPVTA-04A-01R	NOT REPORTED
TARGET-10-PAPVTA-09A-01R	NOT REPORTED
TARGET-10-PAPVTA-09A-02R	NOT REPORTED
TARGET-10-PAPZNK-04A-01R	NOT REPORTED
TARGET-10-PAPZNK-09A-01R	NOT REPORTED
TARGET-10-PAPZST-04A-01R	NOT REPORTED
TARGET-10-PAPZST-09A-01R	NOT REPORTED
TARGET-10-PARACA-09A-01R	NOT REPORTED
TARGET-10-PARAKF-04A-01R	NOT REPORTED
TARGET-10-PARAKF-09A-01R	NOT REPORTED
TARGET-10-PARAPE-09B-01R	NOT REPORTED
TARGET-10-PARARJ-09A-01R	NOT REPORTED
TARGET-10-PARASZ-09A-01R	NOT REPORTED
TARGET-10-PARAYM-09A-01R	NOT REPORTED
TARGET-10-PARBGL-09B-01R	NOT REPORTED
TARGET-10-PARBVI-04A-01R	NOT REPORTED
TARGET-10-PARBVI-09A-01R	NOT REPORTED
TARGET-10-PARBVI-09A-02R	NOT REPORTED
TARGET-10-PARCHB-03A-02R	NOT REPORTED
TARGET-10-PARCVM-03A-01R	NOT REPORTED
TARGET-10-PARDWE-03A-01R	NOT REPORTED
TARGET-10-PARDWN-09B-01R	NOT REPORTED
TARGET-10-PAREGZ-09A-01R	NOT REPORTED
TARGET-10-PARFDL-09A-01R	NOT REPORTED
TARGET-10-PARFLV-04A-02R	NOT REPORTED
TARGET-10-PARFLV-09A-01R	NOT REPORTED
TARGET-10-PARFPJ-09A-01R	NOT REPORTED
TARGET-10-PARFTR-04A-01R	NOT REPORTED
TARGET-10-PARFTR-09A-01R	NOT REPORTED
TARGET-10-PARFWD-03B-01R	NOT REPORTED
TARGET-10-PARFXJ-09A-01R	NOT REPORTED
TARGET-10-PARGFL-09A-01R	NOT REPORTED
TARGET-10-PARGFV-04A-01R	NOT REPORTED
TARGET-10-PARGHW-04A-01R	NOT REPORTED
TARGET-10-PARGML-03A-02R	NOT REPORTED
TARGET-10-PARGVZ-04A-01R	NOT REPORTED
TARGET-10-PARHBI-09A-01R	NOT REPORTED
TARGET-10-PARHBT-09A-01R	NOT REPORTED
TARGET-10-PARHES-09A-01R	NOT REPORTED
TARGET-10-PARIAD-03A-01R	NOT REPORTED
TARGET-10-PARIAD-04A-01R	NOT REPORTED
TARGET-10-PARIYD-09A-01R	NOT REPORTED
TARGET-10-PARIZN-09A-01R	NOT REPORTED
TARGET-10-PARJAY-09A-01R	NOT REPORTED
TARGET-10-PARJLA-09B-01R	NOT REPORTED
TARGET-10-PARJNX-09A-01R	NOT REPORTED
TARGET-10-PARJPL-09A-01R	NOT REPORTED
TARGET-10-PARJSR-04A-02R	NOT REPORTED
TARGET-10-PARJSR-09A-01R	NOT REPORTED
TARGET-10-PARJXW-09A-01R	NOT REPORTED
TARGET-10-PARJZZ-04A-01R	NOT REPORTED
TARGET-10-PARJZZ-09A-01R	NOT REPORTED
TARGET-10-PARKLK-09A-01R	NOT REPORTED
TARGET-10-PARLAF-04A-01R	NOT REPORTED
TARGET-10-PARLAF-09A-01R	NOT REPORTED
TARGET-10-PARLEK-03A-01R	NOT REPORTED
TARGET-10-PARLJA-09A-01R	NOT REPORTED
TARGET-10-PARLST-09A-01R	NOT REPORTED
TARGET-10-PARMFF-09A-01R	NOT REPORTED
TARGET-10-PARMIH-09A-01R	NOT REPORTED
TARGET-10-PARMKK-09A-01R	NOT REPORTED
TARGET-10-PARMKM-03A-01R	NOT REPORTED
TARGET-10-PARMMV-09A-01R	NOT REPORTED
TARGET-10-PARMRF-09A-01R	NOT REPORTED
TARGET-10-PARMSP-04A-01R	NOT REPORTED
TARGET-10-PARMSP-09A-01R	NOT REPORTED
TARGET-10-PARMUC-03A-01R	NOT REPORTED
TARGET-10-PARMWH-09A-01R	NOT REPORTED
TARGET-10-PARMXF-03A-01R	NOT REPORTED
TARGET-10-PARMXF-04A-01R	NOT REPORTED
TARGET-10-PARNBN-09A-01R	NOT REPORTED
TARGET-10-PARNEH-09A-01R	NOT REPORTED
TARGET-10-PARNJB-09A-01R	NOT REPORTED
TARGET-10-PARNMF-03A-02R	NOT REPORTED
TARGET-10-PARNMF-04A-01R	NOT REPORTED
TARGET-10-PARNMV-09A-01R	NOT REPORTED
TARGET-10-PARNSH-03A-01R	NOT REPORTED
TARGET-10-PARNSP-09A-01R	NOT REPORTED
TARGET-10-PARNXJ-09A-01R	NOT REPORTED
TARGET-10-PARPET-09A-01R	NOT REPORTED
TARGET-10-PARPHB-09A-01R	NOT REPORTED
TARGET-10-PARPNM-09A-01R	NOT REPORTED
TARGET-10-PARPRW-04A-01R	NOT REPORTED
TARGET-10-PARPRW-09A-01R	NOT REPORTED
TARGET-10-PARPUL-09A-01R	NOT REPORTED
TARGET-10-PARPYJ-09A-01R	NOT REPORTED
TARGET-10-PARPZJ-03A-02R	NOT REPORTED
TARGET-10-PARRKK-09A-01R	NOT REPORTED
TARGET-10-PARSET-09A-01R	NOT REPORTED
TARGET-10-PARSGC-03A-02R	NOT REPORTED
TARGET-10-PARSJG-09A-01R	NOT REPORTED
TARGET-10-PARSLL-09B-01R	NOT REPORTED
TARGET-10-PARSNX-09A-01R	NOT REPORTED
TARGET-10-PARSZH-09A-01R	NOT REPORTED
TARGET-10-PARTBP-09A-01R	NOT REPORTED
TARGET-10-PARTJL-09A-02R	NOT REPORTED
TARGET-10-PARTKL-09A-02R	NOT REPORTED
TARGET-10-PARTLY-09A-01R	NOT REPORTED
TARGET-10-PARTPW-09A-01R	NOT REPORTED
TARGET-10-PARUAT-09B-01R	NOT REPORTED
TARGET-10-PARUBK-03A-01R	NOT REPORTED
TARGET-10-PARUEU-09A-01R	NOT REPORTED
TARGET-10-PARUFL-09B-01R	NOT REPORTED
TARGET-10-PARUGP-09A-01R	NOT REPORTED
TARGET-10-PARUKW-09A-01R	NOT REPORTED
TARGET-10-PARUNW-09B-01R	NOT REPORTED
TARGET-10-PARUYU-03B-01R	NOT REPORTED
TARGET-10-PARVEI-09A-01R	NOT REPORTED
TARGET-10-PARVHY-09A-01R	NOT REPORTED
TARGET-10-PARVMR-09A-01R	NOT REPORTED
TARGET-10-PARVWD-09A-01R	NOT REPORTED
TARGET-10-PARWDM-09B-01R	NOT REPORTED
TARGET-10-PARWID-09A-01R	NOT REPORTED
TARGET-10-PARWLP-09A-01R	NOT REPORTED
TARGET-10-PARWMF-09A-01R	NOT REPORTED
TARGET-10-PARWNW-09A-01R	NOT REPORTED
TARGET-10-PARWRJ-09B-01R	NOT REPORTED
TARGET-10-PARWVN-03A-01R	NOT REPORTED
TARGET-10-PARWXF-03B-01R	NOT REPORTED
TARGET-10-PARXCD-09B-01R	NOT REPORTED
TARGET-10-PARXHT-03A-01R	NOT REPORTED
TARGET-10-PARXLS-09A-01R	NOT REPORTED
TARGET-10-PARXMC-04A-02R	NOT REPORTED
TARGET-10-PARXMC-09A-01R	NOT REPORTED
TARGET-10-PARXMV-03A-01R	NOT REPORTED
TARGET-10-PARXVS-09A-01R	NOT REPORTED
TARGET-10-PARYAJ-09B-01R	NOT REPORTED
TARGET-10-PARYGI-03A-01R	NOT REPORTED
TARGET-10-PARZYX-09B-01R	NOT REPORTED
TARGET-10-PASCIU-03A-01R	NOT REPORTED
TARGET-10-PASCIU-03A-02R	NOT REPORTED
TARGET-10-PASDYK-03A-02R	NOT REPORTED
TARGET-10-PASDYM-09B-01R	NOT REPORTED
TARGET-10-PASEVJ-09B-01R	NOT REPORTED
TARGET-10-PASFHR-09A-01R	NOT REPORTED
TARGET-10-PASFKA-09A-01R	NOT REPORTED
TARGET-10-PASFLK-09A-01R	NOT REPORTED
TARGET-10-PASFXA-03A-01R	NOT REPORTED
TARGET-10-PASFXA-04A-01R	NOT REPORTED
TARGET-10-PASFXA-04A-02R	NOT REPORTED
TARGET-10-PASHDV-09A-01R	NOT REPORTED
TARGET-10-PASHNK-09A-01R	NOT REPORTED
TARGET-10-PASHUI-04A-02R	NOT REPORTED
TARGET-10-PASHUI-09A-02R	NOT REPORTED
TARGET-10-PASHUP-09A-01R	NOT REPORTED
TARGET-10-PASHXL-09A-01R	NOT REPORTED
TARGET-10-PASIGB-03B-01R	NOT REPORTED
TARGET-10-PASIIY-09A-01R	NOT REPORTED
TARGET-10-PASILP-09B-01R	NOT REPORTED
TARGET-10-PASILW-09A-01R	NOT REPORTED
TARGET-10-PASINX-09A-01R	NOT REPORTED
TARGET-10-PASIZE-09B-01R	NOT REPORTED
TARGET-10-PASJJR-09A-01R	NOT REPORTED
TARGET-10-PASJLN-09A-01R	NOT REPORTED
TARGET-10-PASJMK-09A-01R	NOT REPORTED
TARGET-10-PASJYI-09A-01R	NOT REPORTED
TARGET-10-PASKAD-09A-01R	NOT REPORTED
TARGET-10-PASKAY-04A-01R	NOT REPORTED
TARGET-10-PASKAY-09A-01R	NOT REPORTED
TARGET-10-PASKCL-09B-01R	NOT REPORTED
TARGET-10-PASKHT-03A-02R	NOT REPORTED
TARGET-10-PASKIC-09A-01R	NOT REPORTED
TARGET-10-PASKRN-03A-01R	NOT REPORTED
TARGET-10-PASKTG-09A-01R	NOT REPORTED
TARGET-10-PASKXN-09A-01R	NOT REPORTED
TARGET-10-PASLAB-09A-01R	NOT REPORTED
TARGET-10-PASLBB-09A-01R	NOT REPORTED
TARGET-10-PASLCJ-03B-01R	NOT REPORTED
TARGET-10-PASLMB-03B-01R	NOT REPORTED
TARGET-10-PASLZM-40A-01R	NOT REPORTED
TARGET-10-PASMGZ-09B-01R	NOT REPORTED
TARGET-10-PASMHF-09A-01R	NOT REPORTED
TARGET-10-PASMIC-09A-01R	NOT REPORTED
TARGET-10-PASMNV-09A-01R	NOT REPORTED
TARGET-10-PASNEH-09A-01R	NOT REPORTED
TARGET-10-PASNJI-09B-01R	NOT REPORTED
TARGET-10-PASNTZ-09A-01R	NOT REPORTED
TARGET-10-PASPBU-09A-01R	NOT REPORTED
TARGET-10-PASPDS-09A-01R	NOT REPORTED
TARGET-10-PASRCV-09A-01R	NOT REPORTED
TARGET-10-PASREU-09B-01R	NOT REPORTED
TARGET-10-PASRMM-09A-01R	NOT REPORTED
TARGET-10-PASRSV-03B-01R	NOT REPORTED
TARGET-10-PASRWZ-03B-01R	NOT REPORTED
TARGET-10-PASRYW-03B-01R	NOT REPORTED
TARGET-10-PASSEF-09A-01R	NOT REPORTED
TARGET-10-PASSHC-09A-01R	NOT REPORTED
TARGET-10-PASSPP-09A-01R	NOT REPORTED
TARGET-10-PASSSR-09A-01R	NOT REPORTED
TARGET-10-PASSXJ-03A-01R	NOT REPORTED
TARGET-10-PASSZA-09A-01R	NOT REPORTED
TARGET-10-PASTDU-09A-01R	NOT REPORTED
TARGET-10-PASTHE-09A-01R	NOT REPORTED
TARGET-10-PASTLM-03B-01R	NOT REPORTED
TARGET-10-PASTLP-09A-01R	NOT REPORTED
TARGET-10-PASTPT-09A-01R	NOT REPORTED
TARGET-10-PASTSR-09B-01R	NOT REPORTED
TARGET-10-PASTXU-09A-01R	NOT REPORTED
TARGET-10-PASTYT-09B-01R	NOT REPORTED
TARGET-10-PASUBW-09A-01R	NOT REPORTED
TARGET-10-PASUGC-09A-01R	NOT REPORTED
TARGET-10-PASUIN-09A-01R	NOT REPORTED
TARGET-10-PASUSV-09A-01R	NOT REPORTED
TARGET-10-PASUWG-03B-01R	NOT REPORTED
TARGET-10-PASVIN-09A-01R	NOT REPORTED
TARGET-10-PASVPZ-09A-01R	NOT REPORTED
TARGET-10-PASWFN-09A-01R	NOT REPORTED
TARGET-10-PASWNU-09A-01R	NOT REPORTED
TARGET-10-PASWSR-09A-01R	NOT REPORTED
TARGET-10-PASWXB-09A-01R	NOT REPORTED
TARGET-10-PASWXZ-09A-01R	NOT REPORTED
TARGET-10-PASWZJ-09A-01R	NOT REPORTED
TARGET-10-PASXFY-09B-01R	NOT REPORTED
TARGET-10-PASXIL-09A-01R	NOT REPORTED
TARGET-10-PASXLT-09A-01R	NOT REPORTED
TARGET-10-PASXLZ-09A-01R	NOT REPORTED
TARGET-10-PASXMF-09A-01R	NOT REPORTED
TARGET-10-PASXSI-09A-01R	NOT REPORTED
TARGET-10-PASXUC-09A-01R	NOT REPORTED
TARGET-10-PASXUU-09A-01R	NOT REPORTED
TARGET-10-PASXZH-09B-01R	NOT REPORTED
TARGET-10-PASYCN-09A-01R	NOT REPORTED
TARGET-10-PASYGM-03A-02R	NOT REPORTED
TARGET-10-PASYHN-09A-01R	NOT REPORTED
TARGET-10-PASYIS-09A-01R	NOT REPORTED
TARGET-10-PASYWF-03A-01R	NOT REPORTED
TARGET-10-PASZEW-09A-01R	NOT REPORTED
TARGET-10-PASZIY-09A-01R	NOT REPORTED
TARGET-10-PASZJW-03A-01R	NOT REPORTED
TARGET-10-PATAAH-09B-01R	NOT REPORTED
TARGET-10-PATALJ-09A-01R	NOT REPORTED
TARGET-10-PATAXS-09A-01R	NOT REPORTED
TARGET-10-PATAYT-09A-01R	NOT REPORTED
TARGET-10-PATBDJ-09A-01R	NOT REPORTED
TARGET-10-PATBDK-09A-01R	NOT REPORTED
TARGET-10-PATBGC-09A-01R	NOT REPORTED
TARGET-10-PATBNT-09A-01R	NOT REPORTED
TARGET-10-PATBRV-09A-01R	NOT REPORTED
TARGET-10-PATBTX-09A-01R	NOT REPORTED
TARGET-10-PATBYK-09A-01R	NOT REPORTED
TARGET-10-PATCDM-09A-01R	NOT REPORTED
TARGET-10-PATCDZ-09A-01R	NOT REPORTED
TARGET-10-PATCJJ-09B-01R	NOT REPORTED
TARGET-10-PATCKV-09A-01R	NOT REPORTED
TARGET-10-PATCNI-09A-01R	NOT REPORTED
TARGET-10-PATCTI-04A-01R	NOT REPORTED
TARGET-10-PATCTI-09A-01R	NOT REPORTED
TARGET-10-PATCUK-09A-01R	NOT REPORTED
TARGET-10-PATCZN-09A-01R	NOT REPORTED
TARGET-10-PATDBU-09A-01R	NOT REPORTED
TARGET-10-PATDDZ-09A-01R	NOT REPORTED
TARGET-10-PATDFE-09A-01R	NOT REPORTED
TARGET-10-PATDGZ-09A-01R	NOT REPORTED
TARGET-10-PATDKT-09A-01R	NOT REPORTED
TARGET-10-PATDLG-09A-01R	NOT REPORTED
TARGET-10-PATDMN-09A-01R	NOT REPORTED
TARGET-10-PATEAK-09A-01R	NOT REPORTED
TARGET-10-PATEFF-09A-01R	NOT REPORTED
TARGET-10-PATEHZ-03A-01R	NOT REPORTED
TARGET-10-PATELK-03B-01R	NOT REPORTED
TARGET-10-PATEMI-09A-01R	NOT REPORTED
TARGET-10-PATENL-09A-01R	NOT REPORTED
TARGET-10-PATEVE-09B-01R	NOT REPORTED
TARGET-10-PATEVL-09A-01R	NOT REPORTED
TARGET-10-PATEYS-09A-01R	NOT REPORTED
TARGET-10-PATFJD-09A-01R	NOT REPORTED
