BS_ID	SQ_Value
TARGET-10-PATFJP-09A-01R	NOT REPORTED
TARGET-10-PATFVG-09A-01R	NOT REPORTED
TARGET-10-PATFWF-09A-01R	NOT REPORTED
TARGET-10-PATFYZ-09A-01R	NOT REPORTED
TARGET-10-PATGBY-09A-01R	NOT REPORTED
TARGET-10-PATGKE-09A-01R	NOT REPORTED
TARGET-10-PATGLV-09A-01R	NOT REPORTED
TARGET-10-PATGMP-09A-01R	NOT REPORTED
TARGET-10-PATGVX-09A-01R	NOT REPORTED
TARGET-10-PATGYH-09A-01R	NOT REPORTED
TARGET-10-PATGZA-09A-01R	NOT REPORTED
TARGET-10-PATHBG-09A-01R	NOT REPORTED
TARGET-10-PATHFE-09A-01R	NOT REPORTED
TARGET-10-PATHGY-09A-01R	NOT REPORTED
TARGET-10-PATHJF-09A-01R	NOT REPORTED
TARGET-10-PATHRF-09A-01R	NOT REPORTED
TARGET-10-PATIBE-09A-01R	NOT REPORTED
TARGET-10-PATIKN-03A-01R	NOT REPORTED
TARGET-10-PATITB-09A-01R	NOT REPORTED
TARGET-10-PATITY-09A-01R	NOT REPORTED
TARGET-10-PATJBC-09A-01R	NOT REPORTED
TARGET-10-PATJLT-09A-01R	NOT REPORTED
TARGET-10-PATJZK-09A-01R	NOT REPORTED
TARGET-10-PATKGP-09A-01R	NOT REPORTED
TARGET-10-PATKVD-09A-01R	NOT REPORTED
TARGET-10-PATKWU-09A-01R	NOT REPORTED
TARGET-10-PATKYI-09A-01R	NOT REPORTED
TARGET-10-PATLGU-09A-01R	NOT REPORTED
TARGET-10-PATLHH-09A-01R	NOT REPORTED
TARGET-10-PATLHS-09A-01R	NOT REPORTED
TARGET-10-PATLMA-03A-01R	NOT REPORTED
TARGET-10-PATLNS-09A-01R	NOT REPORTED
TARGET-10-PATLNZ-09A-01R	NOT REPORTED
TARGET-10-PATLPN-03A-01R	NOT REPORTED
TARGET-10-PATLRZ-09A-01R	NOT REPORTED
TARGET-10-PATMAF-09A-01R	NOT REPORTED
TARGET-10-PATMRE-09A-01R	NOT REPORTED
TARGET-10-PATMTV-09A-01R	NOT REPORTED
TARGET-10-PATMVH-09A-01R	NOT REPORTED
TARGET-10-PATMYZ-09A-01R	NOT REPORTED
TARGET-10-PATNAM-09A-01R	NOT REPORTED
TARGET-10-PATNIA-09A-01R	NOT REPORTED
TARGET-10-PATPDA-09A-01R	NOT REPORTED
TARGET-10-PATPGE-09A-01R	NOT REPORTED
TARGET-10-PATPWF-03A-01R	NOT REPORTED
TARGET-10-PATRAB-09A-01R	NOT REPORTED
TARGET-10-PATRGV-09A-01R	NOT REPORTED
TARGET-10-PATRHL-09A-01R	NOT REPORTED
TARGET-10-PATRNA-09A-01R	NOT REPORTED
TARGET-10-PATRUN-09A-01R	NOT REPORTED
TARGET-10-PATRXL-09A-01R	NOT REPORTED
TARGET-10-PATSDS-03A-01R	NOT REPORTED
TARGET-10-PATSIL-09A-01R	NOT REPORTED
TARGET-10-PATSIY-09A-01R	NOT REPORTED
TARGET-10-PATSLH-09A-01R	NOT REPORTED
TARGET-10-PATTEE-03A-02R	NOT REPORTED
TARGET-10-PATTHR-09A-01R	NOT REPORTED
TARGET-10-PATVDA-03A-01R	NOT REPORTED
TARGET-10-PATWHB-09A-01R	NOT REPORTED
TARGET-10-PATWIJ-09A-01R	NOT REPORTED
TARGET-10-PATWJU-09A-01R	NOT REPORTED
TARGET-10-PATWNL-09A-01R	NOT REPORTED
TARGET-10-PATWXC-09A-01R	NOT REPORTED
TARGET-10-PATWYL-09A-01R	NOT REPORTED
TARGET-10-PATWYZ-09A-01R	NOT REPORTED
TARGET-10-PATXAL-09A-01R	NOT REPORTED
TARGET-10-PATXKW-03A-01R	NOT REPORTED
TARGET-10-PATXNK-09A-01R	NOT REPORTED
TARGET-10-PATXNR-09A-01R	NOT REPORTED
TARGET-10-PATXSK-09A-01R	NOT REPORTED
TARGET-10-PATYCH-09A-01R	NOT REPORTED
TARGET-10-PATYJK-09A-01R	NOT REPORTED
TARGET-10-PATYMP-09A-01R	NOT REPORTED
TARGET-10-PATYWV-09A-01R	NOT REPORTED
TARGET-10-PATZFF-09A-01R	NOT REPORTED
TARGET-10-PATZSL-09A-01R	NOT REPORTED
TARGET-10-PATZVD-09A-01R	NOT REPORTED
TARGET-10-PATZWA-03A-01R	NOT REPORTED
TARGET-10-PATZYC-09A-01R	NOT REPORTED
TARGET-10-PATZYR-03A-01R	NOT REPORTED
TARGET-10-PAUACG-09A-01R	NOT REPORTED
TARGET-10-PAUAFN-09A-01R	NOT REPORTED
TARGET-10-PAUAJA-09A-01R	NOT REPORTED
TARGET-10-PAUAYB-09A-01R	NOT REPORTED
TARGET-10-PAUAZV-09A-01R	NOT REPORTED
TARGET-10-PAUBCB-09A-01R	NOT REPORTED
TARGET-10-PAUBCT-09A-01R	NOT REPORTED
TARGET-10-PAUBLL-09A-01R	NOT REPORTED
TARGET-10-PAUBPY-09A-01R	NOT REPORTED
TARGET-10-PAUBRD-09A-01R	NOT REPORTED
TARGET-10-PAUBTC-09A-01R	NOT REPORTED
TARGET-10-PAUBXP-09A-01R	NOT REPORTED
TARGET-10-PAUCDC-09A-01R	NOT REPORTED
TARGET-10-PAUCDY-09A-01R	NOT REPORTED
TARGET-15-PAREAT-09B-01R	NOT REPORTED
TARGET-15-PARWPU-09B-01R	NOT REPORTED
TARGET-15-SJMPAL003414-04A-01R	NOT REPORTED
TARGET-15-SJMPAL004013-04A-01R	NOT REPORTED
TARGET-15-SJMPAL005001-04A-01R	NOT REPORTED
TARGET-15-SJMPAL011911-03A-01R	NOT REPORTED
TARGET-15-SJMPAL011913-09A-01R	NOT REPORTED
TARGET-15-SJMPAL011914-09A-01R	NOT REPORTED
TARGET-15-SJMPAL011914-09B-01R	NOT REPORTED
TARGET-15-SJMPAL011915-09A-01R	NOT REPORTED
TARGET-15-SJMPAL012417-09A-01R	NOT REPORTED
TARGET-15-SJMPAL012418-09A-01R	NOT REPORTED
TARGET-15-SJMPAL012419-09A-01R	NOT REPORTED
TARGET-15-SJMPAL012419-09B-01R	NOT REPORTED
TARGET-15-SJMPAL012420-09A-01R	NOT REPORTED
TARGET-15-SJMPAL012421-09B-01R	NOT REPORTED
TARGET-15-SJMPAL012422-09A-01R	NOT REPORTED
TARGET-15-SJMPAL012425-09A-01R	NOT REPORTED
TARGET-15-SJMPAL016340-09A-01R	NOT REPORTED
TARGET-15-SJMPAL016342-09A-01R	NOT REPORTED
TARGET-15-SJMPAL016342-09B-01R	NOT REPORTED
TARGET-15-SJMPAL016343-09A-01R	NOT REPORTED
TARGET-15-SJMPAL016344-09A-01R	NOT REPORTED
TARGET-15-SJMPAL016447-09A-01R	NOT REPORTED
TARGET-15-SJMPAL016448-09A-01R	NOT REPORTED
TARGET-15-SJMPAL017973-09A-01R	NOT REPORTED
TARGET-15-SJMPAL017977-09A-01R	NOT REPORTED
TARGET-15-SJMPAL017978-09A-01R	NOT REPORTED
TARGET-15-SJMPAL017981-03A-01R	NOT REPORTED
TARGET-15-SJMPAL019076-04B-01R	NOT REPORTED
TARGET-15-SJMPAL022667-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040024-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040025-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040025-09B-01R	NOT REPORTED
TARGET-15-SJMPAL040026-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040027-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040028-04A-01R	NOT REPORTED
TARGET-15-SJMPAL040028-04B-01R	NOT REPORTED
TARGET-15-SJMPAL040030-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040031-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040033-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040034-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040035-03A-01R	NOT REPORTED
TARGET-15-SJMPAL040036-03A-01R	NOT REPORTED
TARGET-15-SJMPAL040036-03B-01R	NOT REPORTED
TARGET-15-SJMPAL040037-09B-01R	NOT REPORTED
TARGET-15-SJMPAL040038-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040038-09B-01R	NOT REPORTED
TARGET-15-SJMPAL040039-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040039-09B-01R	NOT REPORTED
TARGET-15-SJMPAL040459-09A-01R	NOT REPORTED
TARGET-15-SJMPAL040459-09B-01R	NOT REPORTED
TARGET-15-SJMPAL041117-09A-01R	NOT REPORTED
TARGET-15-SJMPAL041117-09B-01R	NOT REPORTED
TARGET-15-SJMPAL041118-09A-01R	NOT REPORTED
TARGET-15-SJMPAL041119-09A-01R	NOT REPORTED
TARGET-15-SJMPAL041119-09B-01R	NOT REPORTED
TARGET-15-SJMPAL041120-09A-01R	NOT REPORTED
TARGET-15-SJMPAL041120-09B-01R	NOT REPORTED
TARGET-15-SJMPAL041122-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042787-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042787-09B-01R	NOT REPORTED
TARGET-15-SJMPAL042791-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042791-09B-01R	NOT REPORTED
TARGET-15-SJMPAL042792-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042793-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042793-09B-01R	NOT REPORTED
TARGET-15-SJMPAL042794-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042794-09B-01R	NOT REPORTED
TARGET-15-SJMPAL042797-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042798-09B-01R	NOT REPORTED
TARGET-15-SJMPAL042799-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042799-09B-01R	NOT REPORTED
TARGET-15-SJMPAL042801-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042801-09B-01R	NOT REPORTED
TARGET-15-SJMPAL042943-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042946-04B-01R	NOT REPORTED
TARGET-15-SJMPAL042946-09A-01R	NOT REPORTED
TARGET-15-SJMPAL042946-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043505-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043506-04B-01R	NOT REPORTED
TARGET-15-SJMPAL043507-04B-01R	NOT REPORTED
TARGET-15-SJMPAL043508-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043509-04A-01R	NOT REPORTED
TARGET-15-SJMPAL043510-09A-01R	NOT REPORTED
TARGET-15-SJMPAL043511-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043512-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043513-04B-01R	NOT REPORTED
TARGET-15-SJMPAL043514-09A-01R	NOT REPORTED
TARGET-15-SJMPAL043767-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043768-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043769-03B-01R	NOT REPORTED
TARGET-15-SJMPAL043770-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043772-04B-01R	NOT REPORTED
TARGET-15-SJMPAL043773-03B-01R	NOT REPORTED
TARGET-15-SJMPAL043773-40A-01R	NOT REPORTED
TARGET-15-SJMPAL043774-09B-01R	NOT REPORTED
TARGET-15-SJMPAL043775-09B-01R	NOT REPORTED
TARGET-15-SJMPAL044948-09A-01R	NOT REPORTED
TARGET-15-SJMPAL044949-09A-01R	NOT REPORTED
TARGET-15-SJMPAL044950-09A-01R	NOT REPORTED
TARGET-15-SJMPAL044953-09A-01R	NOT REPORTED
TARGET-15-SJMPAL046466-09A-01R	NOT REPORTED
TARGET-15-SJMPAL046467-09A-01R	NOT REPORTED
TARGET-15-SJMPAL046469-09A-01R	NOT REPORTED
TARGET-15-SJMPAL046470-09A-01R	NOT REPORTED
TARGET-15-SJMPAL046471-09A-01R	NOT REPORTED
TARGET-15-SJMPAL046472-09A-01R	NOT REPORTED
TARGET-20-PABLDZ-04A-01R	NOT REPORTED
TARGET-20-PADYIR-04A-01R	NOT REPORTED
TARGET-20-PADYIR-09A-01R	NOT REPORTED
TARGET-20-PADZCG-04A-01R	NOT REPORTED
TARGET-20-PADZCG-09A-02R	NOT REPORTED
TARGET-20-PAEAKL-09A-03R	NOT REPORTED
TARGET-20-PAECCE-09A-01R	NOT REPORTED
TARGET-20-PAEDKB-04A-01R	NOT REPORTED
TARGET-20-PAEERJ-04A-01R	NOT REPORTED
TARGET-20-PAEERJ-09A-01R	NOT REPORTED
TARGET-20-PAEFGR-09A-02R	NOT REPORTED
TARGET-20-PAEFGT-03A-01R	NOT REPORTED
TARGET-20-PAEFGT-04A-01R	NOT REPORTED
TARGET-20-PAEIKD-04A-01R	NOT REPORTED
TARGET-20-PAEIKD-09A-01R	NOT REPORTED
TARGET-20-PAKERZ-04A-01R	NOT REPORTED
TARGET-20-PAKERZ-09A-01R	NOT REPORTED
TARGET-20-PAKIWK-04A-01R	NOT REPORTED
TARGET-20-PAKIWK-09A-01R	NOT REPORTED
TARGET-20-PAKIYW-09A-01R	NOT REPORTED
TARGET-20-PAKLPD-09A-02R	NOT REPORTED
TARGET-20-PAKSMZ-03A-02R	NOT REPORTED
TARGET-20-PAKTCX-04A-01R	NOT REPORTED
TARGET-20-PAKTCX-09A-02R	NOT REPORTED
TARGET-20-PAKVGI-09A-01R	NOT REPORTED
TARGET-20-PALGKX-04A-01R	NOT REPORTED
TARGET-20-PALGKX-09A-03R	NOT REPORTED
TARGET-20-PAMVKZ-09A-03R	NOT REPORTED
TARGET-20-PAMYAS-04A-03R	NOT REPORTED
TARGET-20-PAMYAS-09A-03R	NOT REPORTED
TARGET-20-PAMYGX-09A-03R	NOT REPORTED
TARGET-20-PANAEV-09A-03R	NOT REPORTED
TARGET-20-PANBZH-09A-03R	NOT REPORTED
TARGET-20-PANDER-09A-02R	NOT REPORTED
TARGET-20-PANDIX-09A-03R	NOT REPORTED
TARGET-20-PANFMG-09A-04R	NOT REPORTED
TARGET-20-PANGCM-03A-03R	NOT REPORTED
TARGET-20-PANGDN-09A-05R	NOT REPORTED
TARGET-20-PANGJY-09A-03R	NOT REPORTED
TARGET-20-PANGTF-09A-04R	NOT REPORTED
TARGET-20-PANHYK-09A-01R	NOT REPORTED
TARGET-20-PANINI-09A-03R	NOT REPORTED
TARGET-20-PANKFZ-09A-04R	NOT REPORTED
TARGET-20-PANKKE-09A-03R	NOT REPORTED
TARGET-20-PANKNB-09A-03R	NOT REPORTED
TARGET-20-PANLIR-09A-02R	NOT REPORTED
TARGET-20-PANLIZ-04A-02R	NOT REPORTED
TARGET-20-PANLIZ-09A-03R	NOT REPORTED
TARGET-20-PANLJN-09A-03R	NOT REPORTED
TARGET-20-PANLKB-09A-03R	NOT REPORTED
TARGET-20-PANLLX-09A-01R	NOT REPORTED
TARGET-20-PANLXM-09A-03R	NOT REPORTED
TARGET-20-PANNHB-09A-03R	NOT REPORTED
TARGET-20-PANPKN-09A-03R	NOT REPORTED
TARGET-20-PANPLS-03A-04R	NOT REPORTED
TARGET-20-PANPTM-09A-02R	NOT REPORTED
TARGET-20-PANSBH-09A-05R	NOT REPORTED
TARGET-20-PANSJB-09A-03R	NOT REPORTED
TARGET-20-PANTNA-09A-02R	NOT REPORTED
TARGET-20-PANTPW-09A-02R	NOT REPORTED
TARGET-20-PANUTB-09A-05R	NOT REPORTED
TARGET-20-PANUUA-09A-02R	NOT REPORTED
TARGET-20-PANVGE-09A-02R	NOT REPORTED
TARGET-20-PANVGP-03A-04R	NOT REPORTED
TARGET-20-PANWHP-09A-02R	NOT REPORTED
TARGET-20-PANYNR-03A-03R	NOT REPORTED
TARGET-20-PANYSN-03A-04R	NOT REPORTED
TARGET-20-PANZKA-09A-02R	NOT REPORTED
TARGET-20-PAPAWN-09A-02R	NOT REPORTED
TARGET-20-PAPBEJ-09A-03R	NOT REPORTED
TARGET-20-PAPVCN-09A-03R	NOT REPORTED
TARGET-20-PAPVDV-03A-01R	NOT REPORTED
TARGET-20-PAPVZK-09A-03R	NOT REPORTED
TARGET-20-PAPWHS-09A-03R	NOT REPORTED
TARGET-20-PAPWIU-09A-03R	NOT REPORTED
TARGET-20-PAPWYK-09A-03R	NOT REPORTED
TARGET-20-PAPXRJ-04A-02R	NOT REPORTED
TARGET-20-PAPXRJ-09A-01R	NOT REPORTED
TARGET-20-PAPXWI-09A-03R	NOT REPORTED
TARGET-20-PARAJX-09A-02R	NOT REPORTED
TARGET-20-PARANT-09A-02R	NOT REPORTED
TARGET-20-PARASV-03A-03R	NOT REPORTED
TARGET-20-PARBFJ-09A-02R	NOT REPORTED
TARGET-20-PARBIU-04A-02R	NOT REPORTED
TARGET-20-PARBIU-09A-03R	NOT REPORTED
TARGET-20-PARBRA-09A-03R	NOT REPORTED
TARGET-20-PARCCH-03A-03R	NOT REPORTED
TARGET-20-PARCUK-09A-03R	NOT REPORTED
TARGET-20-PARCZL-04A-02R	NOT REPORTED
TARGET-20-PARCZL-09A-02R	NOT REPORTED
TARGET-20-PARDDY-04A-01R	NOT REPORTED
TARGET-20-PARDDY-09A-05R	NOT REPORTED
TARGET-20-PARDMG-09A-03R	NOT REPORTED
TARGET-20-PARENB-09A-03R	NOT REPORTED
TARGET-20-PARFAL-04A-01R	NOT REPORTED
TARGET-20-PARFAL-09A-05R	NOT REPORTED
TARGET-20-PARGVC-03A-03R	NOT REPORTED
TARGET-20-PARHVK-09A-04R	NOT REPORTED
TARGET-20-PARIHK-03A-03R	NOT REPORTED
TARGET-20-PARIMT-03A-01R	NOT REPORTED
TARGET-20-PARIZR-03A-02R	NOT REPORTED
TARGET-20-PARJCR-09A-01R	NOT REPORTED
TARGET-20-PARJYP-03A-01R	NOT REPORTED
TARGET-20-PARKCX-09A-03R	NOT REPORTED
TARGET-20-PARLVL-04A-02R	NOT REPORTED
TARGET-20-PARMZF-09A-02R	NOT REPORTED
TARGET-20-PARPDS-09A-01R	NOT REPORTED
TARGET-20-PARPWL-09A-03R	NOT REPORTED
TARGET-20-PARSAN-03A-01R	NOT REPORTED
TARGET-20-PARSHM-03A-02R	NOT REPORTED
TARGET-20-PARTAL-04A-01R	NOT REPORTED
TARGET-20-PARTAL-09A-02R	NOT REPORTED
TARGET-20-PARUBT-40A-01R	NOT REPORTED
TARGET-20-PARUDL-03A-01R	NOT REPORTED
TARGET-20-PARUNX-04A-01R	NOT REPORTED
TARGET-20-PARUNX-09A-04R	NOT REPORTED
TARGET-20-PARUTH-09A-04R	NOT REPORTED
TARGET-20-PARUUB-09A-02R	NOT REPORTED
TARGET-20-PARUWX-09A-02R	NOT REPORTED
TARGET-20-PARVAI-03A-02R	NOT REPORTED
TARGET-20-PARWDZ-09A-01R	NOT REPORTED
TARGET-20-PARXBT-09A-02R	NOT REPORTED
TARGET-20-PARXMP-09A-02R	NOT REPORTED
TARGET-20-PARXNG-09A-01R	NOT REPORTED
TARGET-20-PARYFN-03A-01R	NOT REPORTED
TARGET-20-PARYFN-04A-01R	NOT REPORTED
TARGET-20-PARYGA-09A-03R	NOT REPORTED
TARGET-20-PARYVW-04A-02R	NOT REPORTED
TARGET-20-PARYVW-09A-01R	NOT REPORTED
TARGET-20-PARZUU-09A-04R	NOT REPORTED
TARGET-20-PARZWH-09A-03R	NOT REPORTED
TARGET-20-PASBBE-04A-02R	NOT REPORTED
TARGET-20-PASBHI-09A-01R	NOT REPORTED
TARGET-20-PASBPK-09A-02R	NOT REPORTED
TARGET-20-PASCFW-09A-01R	NOT REPORTED
TARGET-20-PASCGR-03A-02R	NOT REPORTED
TARGET-20-PASCRZ-04A-01R	NOT REPORTED
TARGET-20-PASFEW-09A-05R	NOT REPORTED
TARGET-20-PASGGK-03A-01R	NOT REPORTED
TARGET-20-PASGMZ-09A-01R	NOT REPORTED
TARGET-20-PASGWH-04A-02R	NOT REPORTED
TARGET-20-PASGWH-09A-04R	NOT REPORTED
TARGET-20-PASGZS-04A-01R	NOT REPORTED
TARGET-20-PASHBI-09A-01R	NOT REPORTED
TARGET-20-PASHYZ-04A-01R	NOT REPORTED
TARGET-20-PASHYZ-09A-03R	NOT REPORTED
TARGET-20-PASIBG-09A-01R	NOT REPORTED
TARGET-20-PASINN-04A-02R	NOT REPORTED
TARGET-20-PASJGZ-04A-01R	NOT REPORTED
TARGET-20-PASJTM-09A-01R	NOT REPORTED
TARGET-20-PASLSD-03A-01R	NOT REPORTED
TARGET-20-PASMGW-09A-01R	NOT REPORTED
TARGET-20-PASMHY-03A-03R	NOT REPORTED
TARGET-20-PASMYS-04A-02R	NOT REPORTED
TARGET-20-PASPGA-09A-02R	NOT REPORTED
TARGET-20-PASPKE-09A-04R	NOT REPORTED
TARGET-20-PASPLU-04A-01R	NOT REPORTED
TARGET-20-PASPLU-09A-02R	NOT REPORTED
TARGET-20-PASPTM-09A-03R	NOT REPORTED
TARGET-20-PASSSI-09A-02R	NOT REPORTED
TARGET-20-PASTTW-09A-01R	NOT REPORTED
TARGET-20-PASTUH-03A-01R	NOT REPORTED
TARGET-20-PASTUH-04A-01R	NOT REPORTED
TARGET-20-PASVVS-04A-01R	NOT REPORTED
TARGET-20-PASVVS-09A-03R	NOT REPORTED
TARGET-20-PASVYA-04A-01R	NOT REPORTED
TARGET-20-PASVYA-09A-01R	NOT REPORTED
TARGET-20-PASVYL-09A-01R	NOT REPORTED
TARGET-20-PASWAJ-04A-02R	NOT REPORTED
TARGET-20-PASWAJ-09A-04R	NOT REPORTED
TARGET-20-PASWAT-09A-01R	NOT REPORTED
TARGET-20-PASWLN-09A-01R	NOT REPORTED
TARGET-20-PASWPD-09A-02R	NOT REPORTED
TARGET-20-PASWPT-09A-01R	NOT REPORTED
TARGET-20-PASXNR-04A-01R	NOT REPORTED
TARGET-20-PASXYG-09A-05R	NOT REPORTED
TARGET-20-PASYJI-04A-02R	NOT REPORTED
TARGET-20-PASYJI-09A-03R	NOT REPORTED
TARGET-20-PASZLJ-09A-01R	NOT REPORTED
TARGET-20-PATDHA-09A-01R	NOT REPORTED
TARGET-20-PATDNN-04A-02R	NOT REPORTED
TARGET-20-PATDNN-09A-03R	NOT REPORTED
TARGET-20-PATELT-03A-05R	NOT REPORTED
TARGET-20-PATIAK-04A-01R	NOT REPORTED
TARGET-20-PATIAK-09A-01R	NOT REPORTED
TARGET-20-PATJHJ-09A-01R	NOT REPORTED
TARGET-20-PATJHJ-40A-01R	NOT REPORTED
TARGET-21-PAMYMA-09A-02R	NOT REPORTED
TARGET-21-PANVPB-09A-02R	NOT REPORTED
TARGET-21-PANZLR-09A-03R	NOT REPORTED
TARGET-21-PARLSL-09A-02R	NOT REPORTED
TARGET-21-PARXYR-03A-03R	NOT REPORTED
TARGET-21-PASDKZ-41A-03R	NOT REPORTED
TARGET-21-PASFHK-41A-01R	NOT REPORTED
TARGET-21-PASFJJ-09A-01R	NOT REPORTED
TARGET-21-PASFJJ-41A-01R	NOT REPORTED
TARGET-21-PASFLG-41A-03R	NOT REPORTED
TARGET-21-PASLZE-09A-01R	NOT REPORTED
TARGET-21-PASNKZ-09A-01R	NOT REPORTED
TARGET-21-PASSLT-41A-02R	NOT REPORTED
TARGET-21-PASTZK-09A-01R	NOT REPORTED
TARGET-21-PASTZK-41A-03R	NOT REPORTED
TARGET-21-PASVJS-09A-01R	NOT REPORTED
TARGET-21-PASVJS-41A-02R	NOT REPORTED
TARGET-21-PASYEJ-09A-01R	NOT REPORTED
TARGET-21-PASYWA-09A-01R	NOT REPORTED
TARGET-21-PASYWA-41A-01R	NOT REPORTED
TARGET-21-PATAIJ-09A-01R	NOT REPORTED
TARGET-21-PATAIJ-42A-01R	NOT REPORTED
TARGET-21-PATHIU-09A-01R	NOT REPORTED
TARGET-21-PATISD-09A-01R	NOT REPORTED
TARGET-21-PATJMY-09A-01R	NOT REPORTED
TARGET-21-PATJMY-41A-01R	NOT REPORTED
TARGET-21-PATKBK-03A-01R	NOT REPORTED
TARGET-21-PATKBK-41A-02R	NOT REPORTED
TARGET-21-PATKKJ-41A-01R	NOT REPORTED
TARGET-21-PATKWH-09A-01R	NOT REPORTED
TARGET-30-PAIFXV-01A-01R	NOT REPORTED
TARGET-30-PAIPGU-01A-01R	NOT REPORTED
TARGET-30-PAISNS-01A-01R	NOT REPORTED
TARGET-30-PAITCI-01A-01R	NOT REPORTED
TARGET-30-PAITEG-01A-01R	NOT REPORTED
TARGET-30-PAIVHE-01A-01R	NOT REPORTED
TARGET-30-PAKYZS-01A-01R	NOT REPORTED
TARGET-30-PAKZRH-01A-01R	NOT REPORTED
TARGET-30-PALBFW-01A-01R	NOT REPORTED
TARGET-30-PALCBW-01A-01R	NOT REPORTED
TARGET-30-PALETP-01A-01R	NOT REPORTED
TARGET-30-PALEVG-01A-01R	NOT REPORTED
TARGET-30-PALIIN-01A-01R	NOT REPORTED
TARGET-30-PALKUC-01A-01R	NOT REPORTED
TARGET-30-PALTEG-01A-01R	NOT REPORTED
TARGET-30-PALUYS-01A-01R	NOT REPORTED
TARGET-30-PALVKK-01A-01R	NOT REPORTED
TARGET-30-PALWVJ-01A-01R	NOT REPORTED
TARGET-30-PALXTB-01A-01R	NOT REPORTED
TARGET-30-PALZZV-01A-01R	NOT REPORTED
TARGET-30-PAMBMJ-01A-01R	NOT REPORTED
TARGET-30-PAMEZH-01A-01R	NOT REPORTED
TARGET-30-PAMMXF-01A-01R	NOT REPORTED
TARGET-30-PAMNLH-01A-01R	NOT REPORTED
TARGET-30-PAMVRA-01A-01R	NOT REPORTED
TARGET-30-PAMYCE-01A-01R	NOT REPORTED
TARGET-30-PAMZGT-01A-01R	NOT REPORTED
TARGET-30-PAMZMG-01A-01R	NOT REPORTED
TARGET-30-PANBJH-01A-01R	NOT REPORTED
TARGET-30-PANBMJ-01A-01R	NOT REPORTED
TARGET-30-PANBSP-01A-01R	NOT REPORTED
TARGET-30-PANGXK-01A-01R	NOT REPORTED
TARGET-30-PANJLH-01A-01R	NOT REPORTED
TARGET-30-PANKFE-01A-01R	NOT REPORTED
TARGET-30-PANLET-01A-01R	NOT REPORTED
TARGET-30-PANNMS-01A-01R	NOT REPORTED
TARGET-30-PANRHJ-01A-01R	NOT REPORTED
TARGET-30-PANRRW-01A-01R	NOT REPORTED
TARGET-30-PANRVJ-01A-01R	NOT REPORTED
TARGET-30-PANSBN-01A-01R	NOT REPORTED
TARGET-30-PANUIF-01A-01R	NOT REPORTED
TARGET-30-PANXJL-01A-01R	NOT REPORTED
TARGET-30-PANYGR-01A-01R	NOT REPORTED
TARGET-30-PANZPV-01A-01R	NOT REPORTED
TARGET-30-PANZVU-01A-01R	NOT REPORTED
TARGET-30-PAPBGH-01A-01R	NOT REPORTED
TARGET-30-PAPBJE-01A-01R	NOT REPORTED
TARGET-30-PAPBZI-01A-01R	NOT REPORTED
TARGET-30-PAPCTS-01A-01R	NOT REPORTED
TARGET-30-PAPEFE-01A-01R	NOT REPORTED
TARGET-30-PAPHPE-01A-01R	NOT REPORTED
TARGET-30-PAPKWN-01A-01R	NOT REPORTED
TARGET-30-PAPKXS-01A-01R	NOT REPORTED
TARGET-30-PAPLSD-01A-01R	NOT REPORTED
TARGET-30-PAPTAN-01A-01R	NOT REPORTED
TARGET-30-PAPTCR-01A-01R	NOT REPORTED
TARGET-30-PAPTDH-01A-01R	NOT REPORTED
TARGET-30-PAPTFZ-01A-01R	NOT REPORTED
TARGET-30-PAPTLV-01A-01R	NOT REPORTED
TARGET-30-PAPUEB-01A-01R	NOT REPORTED
TARGET-30-PAPUNH-01A-01R	NOT REPORTED
TARGET-30-PAPUWY-01A-01R	NOT REPORTED
TARGET-30-PAPVEB-04A-01R	NOT REPORTED
TARGET-30-PAPVFD-01A-01R	NOT REPORTED
TARGET-30-PAPVRN-01A-01R	NOT REPORTED
